Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
24663,FABIAN,RIEDER,RIEDER F.,2002-02-16,26,Midfielder,,Switzerland,179,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/RIEDER F._24663.png,0,22.4
8585,RICARDO,RODRIGUEZ,RODRIGUEZ R.,1992-08-25,13,Defender,Centre-Back,Switzerland,182,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/RODRIGUEZ R._8585.png,0,31.9
7798,FABIAN,SCHAR,SCHAR F.,1991-12-20,22,Defender,Centre-Back,Switzerland,186,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/SCHAR F._7798.png,0,32.5
7037,XHERDAN,SHAQIRI,SHAQIRI X.,1991-10-10,23,Midfielder,Attacking Midfield,Switzerland,169,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/SHAQIRI X._7037.png,0,32.7
24664,VINCENT,SIERRO,SIERRO V.,1995-10-08,16,Midfielder,,Switzerland,185,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/SIERRO V._24664.png,0,28.7
9554,YANN,SOMMER,SOMMER Y.,1988-12-17,1,Goalkeeper,Goalkeeper,Switzerland,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/SOMMER Y._9554.png,0,35.5
11860,DJIBRIL,SOW,SOW D.,1997-02-06,0,Midfielder,Center Midfield,Switzerland,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/SOW D._11860.png,0,27.4
8446,RENATO,STEFFEN,STEFFEN R.,1991-11-03,11,Midfielder,Right Winger,Switzerland,170,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/STEFFEN R._8446.png,0,32.7
25684,LEONIDAS,STERGIOU,STERGIOU L.,2002-03-03,2,Defender,,Switzerland,181,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/STERGIOU L._25684.png,0,22.3
61139,FILIP,UGRINIC,UGRINIC F.,1999-01-05,0,Midfielder,,Switzerland,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/UGRINIC F._61139.png,0,25.5
23932,RUBEN,VARGAS,VARGAS R.,1998-08-05,17,Midfielder,Right Winger,Switzerland,179,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/VARGAS R._23932.png,0,25.9
6351,SILVAN,WIDMER,WIDMER S.,1993-03-05,3,Defender,,Switzerland,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/WIDMER S._6351.png,0,31.3
10018,GRANIT,XHAKA,XHAKA G.,1992-09-27,10,Midfielder,Defensive Midfield,Switzerland,186,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/XHAKA G._10018.png,0,31.8
11123,DENIS,ZAKARIA,ZAKARIA D.,1996-11-20,6,Midfielder,Defensive Midfield,Switzerland,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ZAKARIA D._11123.png,0,27.6
16538,ANDI,ZEQIRI,ZEQIRI A.,1999-06-22,0,Striker,Centre-Forward,Switzerland,185,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ZEQIRI A._16538.png,0,25.0
16533,CEDRIC ADRIAN,ZESIGER,ZESIGER C.,1998-06-24,15,Defender,Centre-Back,Switzerland,194,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ZESIGER C._16533.png,0,26.0
16714,STEVEN,ZUBER,ZUBER S.,1991-08-17,14,Midfielder,,Switzerland,182,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ZUBER S._16714.png,0,32.9
