Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
17412,MICHEL,AEBISCHER,AEBISCHER M.,1997-01-06,20,Midfielder,Center Midfield,Switzerland,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/AEBISCHER M._17412.png,0,27.5
14955,MANUEL,AKANJI,AKANJI M.,1995-07-19,5,Defender,Centre-Back,Switzerland,188,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/AKANJI M._14955.png,0,29.0
26326,ZEKI,AMDOUNI,AMDOUNI Z.,2000-12-04,25,Striker,Centre-Forward,Switzerland,185,both,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/AMDOUNI Z._26326.png,0,23.6
8344,LORIS,BENITO,BENITO L.,1992-01-07,0,Defender,,Switzerland,186,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BENITO L._8344.png,0,32.5
41199,URAN,BISLIMI,BISLIMI U.,1999-09-25,0,Midfielder,Center Midfield,Switzerland,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BISLIMI U._41199.png,0,24.8
23797,ERAY,COMERT,COMERT E.,1998-02-04,0,Defender,Centre-Back,Switzerland,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/COMERT E._23797.png,0,26.4
52959,KWADWO,DUAH,DUAH K.,1997-02-24,18,Striker,,Switzerland,185,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DUAH K._52959.png,0,27.3
11122,NICO,ELVEDI,ELVEDI N.,1996-09-30,4,Defender,Centre-Back,Switzerland,189,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ELVEDI N._11122.png,0,27.8
7809,BREEL,EMBOLO,EMBOLO B.,1997-02-14,7,Striker,,Switzerland,187,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/EMBOLO B._7809.png,0,27.4
16858,EDIMILSON,FERNANDES,FERNANDES E.,1996-04-15,0,Defender,Centre-Back,Switzerland,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FERNANDES E._16858.png,0,28.2
10289,REMO,FREULER,FREULER R.,1992-04-15,8,Midfielder,Center Midfield,Switzerland,180,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FREULER_10289.png,0,32.2
16528,ULISSES,GARCIA,GARCIA U.,1996-01-11,0,Defender,Left-Back,Switzerland,183,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GARCIA U._16528.png,0,28.5
26322,ALBIAN,HAJDARI,HAJDARI A.,2003-05-18,0,Defender,,Switzerland,189,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HAJDARI A._26322.png,0,21.1
10734,CEDRIC,ITTEN,ITTEN C.,1996-12-27,0,Striker,Centre-Forward,Switzerland,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ITTEN C._10734.png,0,27.5
31937,ARDON,JASHARI,JASHARI A.,2002-07-30,24,Midfielder,Defensive Midfield,Switzerland,181,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/JASHARI A._31937.png,0,21.9
31904,MARVIN,KELLER,KELLER M.,2002-07-03,0,Goalkeeper,,Switzerland,189,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/KELLER M._31904.png,0,22.0
16524,GREGOR,KOBEL,KOBEL G.,1997-12-06,21,Goalkeeper,Goalkeeper,Switzerland,194,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/KOBEL G._16524.png,0,26.6
69675,DERECK GERMANO,KUTESA,KUTESA D.,1997-12-06,0,Midfielder,,Switzerland,177,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/KUTESA D._69675.png,0,26.6
26970,PASCAL,LORETZ,LORETZ P.,2003-06-01,0,Goalkeeper,,Switzerland,191,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LORETZ P._26970.png,0,21.1
24812,JORDAN,LOTOMBA,LOTOMBA J.,1998-09-29,0,Defender,Right-Back,Switzerland,177,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LOTOMBA J._24812.png,0,25.8
17406,KEVIN,MBABU,MBABU K.,1995-04-19,0,Defender,,Switzerland,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MBABU K._17406.png,0,29.2
8439,YVON,MVOGO,MVOGO Y.,1994-06-06,12,Goalkeeper,Goalkeeper,Switzerland,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MVOGO Y._8439.png,0,30.1
24817,DAN,NDOYE,NDOYE D.,2000-10-25,19,Striker,Right Winger,Switzerland,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/NDOYE D._24817.png,0,23.7
22968,NOAH,OKAFOR,OKAFOR N.,2000-05-24,9,Striker,Centre-Forward,Switzerland,185,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/OKAFOR N._22968.png,0,24.1
25614,BECIR,OMERAGIC,OMERAGIC B.,2002-01-20,0,Defender,,Switzerland,187,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/OMERAGIC B._25614.png,0,22.4
