"Player.id","Player.name","Team.ID","Team.Name","total_shots","On Target","Blocked","Left","From outside the Penalty Area","GK Save","Right","Off Target","Offensive Action","Goal","Promising Action","From inside the Penalty Area","Deflected","Corner","Big Chance","Direct Free Kick","Headed Shot","Post","Other"
10121,"Kamil Grosicki",488,"Poland",1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10151,"Lubomir Tupta",475,"Slovakia",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
10171,"Callum Mcgregor",462,"Scotland",2,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10176,"Vaclav Cerny",263,"Czechia",2,2,0,1,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0
10289,"Remo Freuler",418,"Switzerland",4,2,1,3,2,0,1,1,1,1,1,2,1,0,0,0,0,0,0
10412,"Benjamin Henrichs",11,"Germany",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10420,"Memphis Depay",411,"Netherlands",18,8,4,2,5,2,15,10,0,1,7,13,2,1,3,2,1,1,0
10593,"Giovanni Di Lorenzo",1,"Italy",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
10793,"Jannik Vestergaard",322,"Denmark",4,3,1,0,0,2,1,1,0,0,3,4,0,0,0,0,3,0,0
10847,"Marko Arnautovic",510,"Austria",3,3,1,0,1,2,3,0,0,0,0,2,0,0,2,0,0,0,0
10852,"Marcel Sabitzer",510,"Austria",10,7,5,2,5,1,8,3,0,1,3,5,2,0,1,1,0,0,0
10918,"Milan Skriniar",475,"Slovakia",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11041,"N'golo Kante'",423,"France",5,3,0,0,4,2,5,2,0,0,0,1,2,0,0,0,0,0,0
11048,"Ousmane Dembele'",423,"France",7,3,2,6,4,1,1,4,0,0,0,3,0,0,1,0,0,0,0
11096,"Danilo Luis Helio Pereira",427,"Portugal",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
11106,"Nicolae Stanciu",486,"Romania",4,3,1,0,4,1,4,1,0,1,0,0,0,0,0,1,0,0,0
11135,"Adam Nagy",487,"Hungary",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11145,"Cenk Tosun",579,"Turkiye",3,1,0,0,0,0,1,2,0,1,1,3,0,0,0,0,2,0,0
11389,"Trent Alexander-Arnold",16,"England",4,2,1,0,4,1,4,2,0,0,0,0,0,0,0,1,0,0,0
11546,"Ianis Hagi",486,"Romania",2,0,0,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0
11563,"Sasa Lukic",467,"Serbia",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11711,"Kylian Mbappe'",423,"France",23,14,7,0,6,8,22,9,0,0,4,17,2,0,3,1,1,0,0
11798,"Federico Chiesa",1,"Italy",7,3,3,4,3,0,3,4,0,0,0,4,1,0,0,0,0,0,0
11810,"Roland Sallai",487,"Hungary",7,4,2,1,3,2,6,3,0,0,0,4,1,0,1,0,0,0,0
11865,"Laszlo Benes",475,"Slovakia",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12266,"Mijat Gacinovic",467,"Serbia",1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
12488,"Benjamin Verbic",516,"Slovenia",2,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0
12791,"Pierre-Emile Hojbjerg",322,"Denmark",6,5,1,0,6,4,6,1,0,0,0,0,0,0,0,0,0,0,0
12940,"Alessandro Bastoni",1,"Italy",3,2,0,0,0,1,0,1,0,1,0,3,0,0,3,0,3,0,0
13030,"Viktor Tsygankov",577,"Ukraine",2,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13033,"Nelson Cabral Semedo",427,"Portugal",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13125,"Leandro Trossard",428,"Belgium",4,3,2,0,3,1,4,1,0,0,2,1,0,0,0,0,0,0,0
13147,"Petr Sevcik",263,"Czechia",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13310,"Kai Havertz",11,"Germany",16,10,1,9,3,9,1,6,0,0,6,13,1,0,6,1,6,1,0
13315,"Diogo Jose' Teixeira Da Silva",427,"Portugal",2,1,0,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0
13354,"Rodrigo Hernandez Cascante",2,"Spain",6,3,2,2,5,0,3,2,1,1,0,1,0,0,0,0,1,0,0
13395,"Jan Bednarek",488,"Poland",1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
13396,"Pawel Dawidowicz",488,"Poland",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
13401,"Adam Buksa",488,"Poland",2,2,1,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0
13404,"Krzysztof Piatek",488,"Poland",2,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0
13414,"Mikel Oyarzabal Ugarte",2,"Spain",5,2,0,4,3,1,1,3,0,1,0,2,1,0,1,0,0,0,0
13490,"Mikel Merino Zazon",2,"Spain",3,2,0,1,0,1,0,1,0,1,0,3,0,0,1,0,2,0,0
13500,"Jan Mlakar",516,"Slovenia",1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
13592,"Tomas Soucek",263,"Czechia",3,2,1,1,1,0,2,1,0,1,0,2,0,0,1,0,0,0,0
13777,"Tomas Chory",263,"Czechia",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
13799,"Youri Tielemans",428,"Belgium",5,2,1,0,5,0,5,2,1,1,0,0,1,0,0,0,0,0,0
13858,"Steven Bergwijn",411,"Netherlands",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13903,"Stanislav Lobotka",475,"Slovakia",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13905,"Matus Bero",475,"Slovakia",1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
14066,"Ruslan Malinovskyi",577,"Ukraine",2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14083,"Davide Frattesi",1,"Italy",2,1,0,0,0,1,2,1,0,0,0,2,0,0,1,0,0,0,0
14216,"Niclas Fullkrug",11,"Germany",9,3,0,1,0,1,2,6,0,2,7,9,0,0,1,0,6,1,0
14245,"Wout Weghorst",411,"Netherlands",3,2,0,1,0,1,1,1,0,1,1,3,0,0,2,0,1,0,0
14684,"Gianluca Scamacca",1,"Italy",6,1,1,0,3,1,6,5,0,0,1,3,2,0,1,0,0,1,0
14686,"Joachim Andersen",322,"Denmark",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
14828,"Kaan Ayhan",579,"Turkiye",3,1,1,1,1,0,1,2,0,0,2,2,0,0,0,0,1,1,0
14949,"Dayot Upamecano",423,"France",3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3,0,0
14950,"Willi Orban",487,"Hungary",2,1,0,0,0,1,0,1,0,0,0,2,0,0,2,0,2,1,0
15218,"Attila Arpad Szalai",487,"Hungary",1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
15225,"Daniel Gazdag",487,"Hungary",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
15226,"Dominik Szoboszlai",487,"Hungary",5,3,0,2,3,2,3,2,0,0,1,2,2,0,1,2,0,0,0
15421,"Joao Maria Lobo Alves Palhares Costa Palhinha Goncalves",427,"Portugal",4,2,0,0,3,2,3,2,0,0,0,1,0,0,0,0,1,0,0
15495,"Scott Mctominay",462,"Scotland",2,2,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0
15562,"Theo Bernard Francois Hernandez",423,"France",3,2,0,2,1,2,1,1,0,0,0,2,0,0,1,0,0,0,0
15741,"Maximilian Mittelstadt",11,"Germany",5,3,3,4,3,0,1,2,0,0,0,2,0,0,0,0,0,0,0
15748,"Philip Walter Foden",16,"England",13,8,4,12,10,4,1,5,0,0,0,3,0,0,2,2,0,2,0
15765,"Denis Vavro",475,"Slovakia",2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
15792,"Salih Ozcan",579,"Turkiye",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15798,"Konrad Laimer",510,"Austria",3,0,0,2,0,0,1,3,0,0,1,3,1,0,1,0,0,0,0
16004,"Dennis Man",486,"Romania",6,4,0,5,3,3,1,2,0,0,0,3,1,0,1,0,0,0,0
16006,"Florinel Coman",486,"Romania",2,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0
16063,"Nicolo' Fagioli",1,"Italy",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16122,"Riccardo Calafiori",1,"Italy",2,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0
16209,"Jose' Diogo Dalot Teixeira",427,"Portugal",3,1,0,1,2,1,1,2,0,0,0,1,0,0,0,0,1,0,0
16244,"Mykola Shaparenko",577,"Ukraine",2,1,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0
16515,"Joao Felix Sequeira",427,"Portugal",4,2,1,3,3,1,0,2,0,0,1,1,0,0,0,0,1,0,0
16535,"Nedim Bajrami",463,"Albania",3,1,0,0,0,1,3,2,0,1,2,3,0,0,0,0,0,0,0
16714,"Steven Zuber",418,"Switzerland",2,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
16756,"Fabian Ruiz",2,"Spain",17,8,2,13,10,4,2,8,1,2,2,7,2,0,2,0,2,0,0
16819,"David Hancko",475,"Slovakia",5,2,0,2,1,2,1,3,0,0,2,4,0,0,0,1,2,0,0
16827,"Dusan Vlahovic",467,"Serbia",6,4,2,4,4,2,0,2,0,0,1,2,1,0,0,1,2,0,0
16957,"Ruben Dos Santos Gato Alves Dias",427,"Portugal",2,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0
17326,"Roman Yaremchuk",577,"Ukraine",6,3,1,0,2,1,5,2,1,1,1,4,0,0,2,0,1,0,0
17370,"Denzel Dumfries",411,"Netherlands",5,1,0,0,0,1,2,4,0,0,2,5,0,0,0,0,3,1,0
17372,"Donyell Malen",411,"Netherlands",4,3,1,2,0,0,2,1,0,2,0,4,0,0,3,0,0,0,0
17396,"Florian Grillitsch",510,"Austria",5,4,1,0,4,2,4,1,0,0,0,1,1,0,0,0,1,0,0
17397,"Stefan Posch",510,"Austria",6,5,2,1,4,3,4,1,0,0,2,2,1,0,0,0,1,0,0
17403,"Jaka Bijol",516,"Slovenia",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
17412,"Michel Aebischer",418,"Switzerland",2,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0
17563,"Mert Muldur",579,"Turkiye",4,3,1,1,1,1,3,0,1,1,1,3,0,0,1,0,0,0,0
17694,"Dodi Lukebakio",428,"Belgium",2,1,0,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0
17790,"Ferran Torres Garcia",2,"Spain",5,2,0,1,0,0,2,3,0,1,3,5,1,0,2,0,2,0,0
17859,"Cody Gakpo",411,"Netherlands",14,7,0,1,4,5,13,6,1,3,3,10,3,0,2,0,0,0,0
17924,"Lewis Morgan",462,"Scotland",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17928,"Jules Kounde'",423,"France",1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
17930,"Aurelien Tchouameni",423,"France",12,6,3,0,9,2,10,6,0,0,1,3,2,0,0,0,2,0,0
18555,"Razvan Marin",486,"Romania",5,2,0,0,5,1,5,3,0,1,0,0,0,0,0,1,0,0,0
18562,"Jonas Wind",322,"Denmark",5,1,0,1,1,1,2,4,0,0,3,4,2,0,0,0,2,0,0
18698,"Bukayo Saka",16,"England",9,5,4,7,4,0,1,3,1,1,3,5,0,0,0,0,1,0,0
18841,"Pedro Lomba Neto",427,"Portugal",1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19107,"Merih Demiral",579,"Turkiye",3,2,0,1,0,0,0,1,0,2,0,3,0,0,0,0,2,0,0
19385,"Zan Celar",516,"Slovenia",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19437,"Lovro Majer",4,"Croatia",2,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0
19509,"Michael Gregoritsch",510,"Austria",3,2,0,1,0,1,0,1,0,1,1,3,0,0,1,0,2,0,0
19519,"Okay Yokuslu",579,"Turkiye",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19571,"Denis Dragus",486,"Romania",5,3,1,1,1,1,4,2,0,1,2,4,0,0,1,0,0,0,0
19590,"Andrei Ratiu",486,"Romania",3,3,0,0,1,3,3,0,0,0,2,2,0,0,0,0,0,0,0
19990,"Giacomo Raspadori",1,"Italy",1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
20214,"Marcus Thuram",423,"France",10,3,1,2,3,2,5,7,0,0,3,7,0,0,2,0,3,0,0
20250,"Joakim Maehle",322,"Denmark",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20254,"Andreas Skov Olsen",322,"Denmark",1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
20278,"Jakub Piotrowski",488,"Poland",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20280,"Sebastian Szymanski",488,"Poland",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
20285,"Karol Swiderski",488,"Poland",2,2,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
20287,"Philipp Lienhart",510,"Austria",2,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0
20289,"Christoph Baumgartner",510,"Austria",8,4,1,2,2,2,3,4,0,1,3,6,0,0,2,0,3,0,0
20888,"Jerdy Schouten",411,"Netherlands",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20891,"Andras Schafer",487,"Hungary",2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
20900,"Rafael Leao",427,"Portugal",2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
20912,"Ferdi Kadioglu",579,"Turkiye",2,1,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0
20932,"Nico Schlotterbeck",11,"Germany",2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,0
21422,"Lukas Provod",263,"Czechia",3,3,0,1,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0
21437,"Mehmet Zeki Celik",579,"Turkiye",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21439,"Yusuf Yazici",579,"Turkiye",3,3,1,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0
21539,"Andrei Burca",486,"Romania",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
21550,"Orkun Kokcu",579,"Turkiye",4,4,2,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0
21566,"Romano Schmid",510,"Austria",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
21574,"Eduardo Camavinga",423,"France",2,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0
22931,"Declan Rice",16,"England",8,5,2,0,5,3,6,3,0,0,1,3,0,0,0,0,2,1,0
23166,"Robert Bozenik",475,"Slovakia",3,2,1,0,1,1,3,1,0,0,1,2,0,0,0,0,0,0,0
23248,"Radu Dragusin",486,"Romania",2,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
23349,"Giorgi Chakvetadze",461,"Georgia",1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
23370,"Marc Cucurella Saseta",2,"Spain",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23809,"Gernot Trauner",510,"Austria",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
23830,"Florian Wirtz",11,"Germany",9,3,0,2,4,1,7,5,1,2,2,5,1,0,1,0,0,0,0
23839,"Daniel Olmo Carvajal",2,"Spain",16,12,5,2,8,4,14,3,1,3,3,8,2,0,2,0,0,0,0
23908,"Adam Gnezda Cerin",516,"Slovenia",4,1,0,1,3,1,2,3,0,0,0,1,0,0,1,0,1,0,0
23932,"Ruben Vargas",418,"Switzerland",5,4,0,1,0,3,4,1,0,1,0,5,0,0,1,0,0,0,0
23936,"Jakub Moder",488,"Poland",2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
23948,"Ivan Ilic",467,"Serbia",2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23953,"Mikkel Damsgaard",322,"Denmark",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24403,"Tomas Holes",263,"Czechia",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24459,"Valentin Mihaila",486,"Romania",4,1,1,1,3,0,3,3,0,0,1,1,0,0,0,0,0,0,0
24532,"Jude Bellingham",16,"England",6,4,1,2,1,1,2,1,1,2,2,5,0,0,0,0,2,0,0
24564,"Jeremy Doku",428,"Belgium",5,4,3,4,2,1,1,1,0,0,2,3,0,0,0,0,0,0,0
24582,"Georgiy Sudakov",577,"Ukraine",9,5,1,1,7,4,8,4,0,0,1,2,2,0,1,2,0,0,0
24662,"Pedro Gonzalez Lopez",2,"Spain",6,4,0,3,3,4,2,2,0,0,1,3,0,0,2,0,1,0,0
24663,"Fabian Rieder",418,"Switzerland",2,1,0,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0
24664,"Vincent Sierro",418,"Switzerland",1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24667,"Cole Palmer",16,"England",4,2,0,4,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0
