"Match.ID","Team.ID","Team.Name","Player.From.ID","Player.From.Name","Event.ID","Event.Description","Period.ID","Period.Description","Start.Minute","Start.Second","End.Minute","End.Second","Start.X","Start.Y","End.X","End.Y","Shot.On.Target","opponent.team.name","opponent.team.id","On Target","Blocked","Left","From outside the Penalty Area","GK Save","Right","Off Target","Goal","Promising Action","From inside the Penalty Area","Deflected","Big Chance","Direct Free Kick","Headed Shot","Corner","Penalty","Post","Other"
131345,427,"Portugal",25459,"Francisco Fernandes Da Conceicao",5,"Shot",1,"1t",27,4,27,16,94.36,46.05,105,38.73,"False","Georgia",461,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
131345,427,"Portugal",25459,"Francisco Fernandes Da Conceicao",5,"Shot",2,"2t",0,35,0,47,92.22,43.61,94,40.26,"False","Georgia",461,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
131345,427,"Portugal",25459,"Francisco Fernandes Da Conceicao",5,"Shot",2,"2t",20,46,20,58,89,39.22,105,30.69,"False","Georgia",461,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
131345,427,"Portugal",27212,"Antonio Joao Pereira De Albuquerque Tavares Da Silva",5,"Shot",1,"1t",20,13,20,25,102.56,27.51,105,27.94,"False","Georgia",461,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
131345,427,"Portugal",37707,"Joao Pedro Goncalves Neves",5,"Shot",1,"1t",23,27,23,39,87.43,33.66,89.76,33.43,"True","Georgia",461,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131345,461,"Georgia",23349,"Giorgi Chakvetadze",5,"Shot",2,"2t",26,0,26,12,90.26,45.66,105,35.96,"False","Portugal",427,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
131345,461,"Georgia",27386,"Zuriko Davitashvili",5,"Shot",2,"2t",39,50,40,2,97.88,20.88,105,29.05,"False","Portugal",427,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
131345,461,"Georgia",31347,"Khvicha Kvaratskhelia",5,"Shot",1,"1t",1,30,1,42,96.61,24.59,105,36.83,"True","Portugal",427,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
131345,461,"Georgia",31347,"Khvicha Kvaratskhelia",5,"Shot",1,"1t",32,26,32,38,97.58,51.71,105,39.25,"False","Portugal",427,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
131345,461,"Georgia",31347,"Khvicha Kvaratskhelia",5,"Shot",2,"2t",4,5,4,17,92.22,35.41,101.89,36.01,"True","Portugal",427,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
131347,418,"Switzerland",7798,"Fabian Schar",5,"Shot",1,"1t",21,26,21,38,80.1,42.92,84.46,43.71,"True","Hungary",487,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
131347,418,"Switzerland",7798,"Fabian Schar",5,"Shot",1,"1t",28,31,28,43,90,43.63,93.74,42.44,"True","Hungary",487,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131347,418,"Switzerland",7798,"Fabian Schar",5,"Shot",2,"2t",26,31,26,43,98.39,36.82,105,39.25,"False","Hungary",487,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
131347,418,"Switzerland",7809,"Breel Embolo",5,"Shot",2,"2t",47,37,47,49,92.46,37.4,105,32.62,"True","Hungary",487,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
131347,418,"Switzerland",10018,"Granit Xhaka",5,"Shot",2,"2t",44,12,44,19,102.18,40.12,101.89,34.52,"True","Hungary",487,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
131347,418,"Switzerland",17412,"Michel Aebischer",5,"Shot",1,"1t",44,39,44,51,82.35,29.06,105,37.29,"True","Hungary",487,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
131347,418,"Switzerland",23932,"Ruben Vargas",5,"Shot",1,"1t",19,37,19,49,94.18,38.33,97.91,37.27,"True","Hungary",487,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
131347,418,"Switzerland",23932,"Ruben Vargas",5,"Shot",2,"2t",8,11,8,18,94.33,25.36,102.15,31.24,"True","Hungary",487,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
131347,418,"Switzerland",24664,"Vincent Sierro",5,"Shot",2,"2t",43,28,43,40,80.21,22.63,82.41,20.85,"True","Hungary",487,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
131347,418,"Switzerland",24817,"Dan Ndoye",5,"Shot",2,"2t",12,53,13,5,82.28,42.93,105,35.31,"False","Hungary",487,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
131347,418,"Switzerland",24817,"Dan Ndoye",5,"Shot",2,"2t",25,36,25,48,94.5,22.15,98.18,24.01,"True","Hungary",487,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
131347,418,"Switzerland",24817,"Dan Ndoye",5,"Shot",2,"2t",37,19,37,31,93.24,40.7,105,40.71,"False","Hungary",487,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
131347,418,"Switzerland",52959,"Kwadwo Duah",5,"Shot",1,"1t",11,52,12,4,95.51,35.48,105,32.39,"True","Hungary",487,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
131347,418,"Switzerland",52959,"Kwadwo Duah",5,"Shot",2,"2t",1,28,1,40,95.2,42.82,94.93,42.21,"True","Hungary",487,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
131347,418,"Switzerland",52959,"Kwadwo Duah",5,"Shot",2,"2t",2,5,2,17,91.63,24.88,101.75,31.13,"True","Hungary",487,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
131347,487,"Hungary",11810,"Roland Sallai",5,"Shot",1,"1t",9,13,9,25,85,41.09,105,38.73,"False","Switzerland",418,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
131347,487,"Hungary",11810,"Roland Sallai",5,"Shot",2,"2t",23,5,23,17,91.58,30.11,92.15,32.74,"True","Switzerland",418,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
131347,487,"Hungary",14950,"Willi Orban",5,"Shot",1,"1t",39,33,39,45,97.45,32.11,102.68,34,"True","Switzerland",418,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
131347,487,"Hungary",15218,"Attila Arpad Szalai",5,"Shot",1,"1t",1,19,1,26,95.71,23.45,102.55,30.67,"False","Switzerland",418,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
131347,487,"Hungary",46183,"Barnabas Varga",5,"Shot",2,"2t",17,46,17,58,96.21,34.93,105,28.31,"False","Switzerland",418,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
131347,487,"Hungary",46183,"Barnabas Varga",5,"Shot",2,"2t",20,22,20,34,101.07,35.16,105,36.32,"True","Switzerland",418,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
131348,2,"Spain",6133,"Alvaro Borja Morata Martin",5,"Shot",2,"2t",34,16,34,28,98.11,27.88,105,31.65,"False","Albania",463,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
131348,2,"Spain",13490,"Mikel Merino Zazon",5,"Shot",1,"1t",11,7,11,19,92.64,25.69,102.68,34.17,"True","Albania",463,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
131348,2,"Spain",13490,"Mikel Merino Zazon",5,"Shot",1,"1t",43,34,43,46,92.86,28.32,105,31.42,"False","Albania",463,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
