Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Start X,Start Y,End X,End Y,Shot On Target,opponent team name,opponent team id,On Target,Blocked,GK Save,Off Target,Goal,Promising Action,From inside the Penalty Area,Deflected,Big Chance,Direct Free Kick,Corner,Penalty,Post,Other,shot_distance,goal_visibility,deviation_from_center,xG
131344,427,Portugal,7473,Ruben Diogo Da Silva Neves,5,Shot,2,2t,49,36,49,48,78.0,44.52,105.0,30.82,False,Turkiye,579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.42378468069050157,0.12867877356235555,0.30941176470588244,0.04
131344,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,1,1t,1,5,1,17,91.93,45.06,102.42,35.67,True,Turkiye,579,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.2310591435962584,0.18114607529321494,0.3252941176470589,0.07
131344,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,1,1t,7,29,7,41,98.17,32.22,105.0,22.93,False,Turkiye,579,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.06746548905709202,0.5199045587799827,0.05235294117647062,0.16
131344,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,1,1t,35,57,36,9,88.29,24.87,105.0,37.94,False,Turkiye,579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26227078041267643,0.18525293275206617,0.26852941176470585,0.05
131344,579,Turkiye,21439,Yusuf Yazici,5,Shot,2,2t,7,46,7,58,80.2,47.51,102.28,34.29,True,Portugal,427,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.41182074092239834,0.12464261224615963,0.3973529411764705,0.03
131344,579,Turkiye,21439,Yusuf Yazici,5,Shot,2,2t,14,38,14,50,85.4,21.23,87.25,24.01,True,Portugal,427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3330089556214917,0.1440578844008787,0.3755882352941176,0.04
131344,579,Turkiye,21550,Orkun Kokcu,5,Shot,1,1t,31,28,31,40,92.75,42.91,96.85,42.1,True,Portugal,427,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.19897010572511697,0.21652295719541556,0.2620588235294117,0.08
131344,579,Turkiye,21550,Orkun Kokcu,5,Shot,1,1t,40,9,40,21,82.13,28.43,102.15,34.29,True,Portugal,427,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3353743629595914,0.16494748951046562,0.1638235294117647,0.05
131344,579,Turkiye,26395,Kerem Akturkoglu,5,Shot,1,1t,4,35,4,47,92.97,37.27,105.0,41.48,False,Portugal,427,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.15538520278491305,0.30604177931283016,0.09617647058823539,0.1
131344,579,Turkiye,26395,Kerem Akturkoglu,5,Shot,1,1t,30,13,30,25,95.2,23.31,102.55,32.51,True,Portugal,427,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.18847918346062503,0.19212669979470542,0.3144117647058824,0.07
131344,579,Turkiye,31264,Kenan Yildiz,5,Shot,2,2t,18,0,18,12,83.69,18.48,105.0,38.48,False,Portugal,427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3812832484677176,0.12325305247135718,0.4564705882352941,0.03
131344,579,Turkiye,34287,Arda Guler,5,Shot,2,2t,35,37,35,49,77.97,45.95,81.09,40.83,True,Portugal,427,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4331591730447442,0.12388513676389443,0.3514705882352942,0.03
131345,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,1,1t,15,58,16,10,76.7,35.12,102.68,34.0,True,Georgia,461,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4131382647156937,0.14089342356286125,0.03294117647058816,0.03
131345,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,1,1t,34,7,34,19,97.68,22.83,98.71,24.93,False,Georgia,461,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.16982587271460065,0.1725934581778722,0.3285294117647059,0.07
131345,427,Portugal,7490,Cristiano Ronaldo Dos Santos Aveiro,5,Shot,2,2t,1,8,1,20,98.27,36.78,100.43,35.21,False,Georgia,461,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.07109770798591014,0.49343377957519,0.08176470588235298,0.15
131345,427,Portugal,11096,Danilo Luis Helio Pereira,5,Shot,2,2t,1,38,1,50,101.58,29.95,105.0,29.69,False,Georgia,461,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.038898452824290074,0.5744836361583838,0.11911764705882355,0.17
131345,427,Portugal,13033,Nelson Cabral Semedo,5,Shot,2,2t,35,15,35,27,78.85,34.63,84.99,34.17,True,Georgia,461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.37795057797766235,0.15259145590997183,0.018529411764705957,0.05
131345,427,Portugal,13315,Diogo Jose' Teixeira Da Silva,5,Shot,2,2t,47,6,47,18,97.88,33.46,105.0,39.42,False,Georgia,461,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.06880355599677679,0.5225359866210578,0.015882352941176445,0.37
131345,427,Portugal,15421,Joao Maria Lobo Alves Palhares Costa Palhinha Goncalves,5,Shot,1,1t,22,12,22,24,80.12,20.88,102.28,34.0,True,Georgia,461,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40997177165420134,0.1260406926507276,0.3858823529411765,0.03
