Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description,Shot On Target
132628,411,OLANDA,36670.0,XAVI SIMONS,25,Goal,"Right, From outside the Penalty Area, Offensive Action",1,1t,6,40,6,52,0.00;36.07;1.62,105.00;31.93;1.62,86.07,46.02,105.00,31.93,"Offensive
Action",False
132628,411,OLANDA,36670.0,XAVI SIMONS,5,Shot,"On Target, Goal, Right, From outside the Penalty Area",1,1t,6,40,6,52,0.00;36.07;1.62,105.00;31.93;1.62,86.07,46.02,105.00,31.93,Goal,True
132628,16,INGHILTERRA,7345.0,HARRY KANE,5,Shot,"On Target, GK Save, Right, From outside the Penalty Area",1,1t,12,38,12,50,105.00;31.24;0.18,105.00;31.24;0.18,76.34,30.62,102.68,31.82,Pass,True
132628,16,INGHILTERRA,18698.0,BUKAYO SAKA,5,Shot,"On Target, Blocked, Left, From inside the Penalty Area",1,1t,13,41,13,53,105.00;32.57;0.05,105.00;32.57;0.05,91.39,36.21,92.02,34.75,"Duel 
Won",True
132628,16,INGHILTERRA,7345.0,HARRY KANE,25,Goal,"Right, Penalty, From inside the Penalty Area, Penalty",1,1t,17,33,17,45,105.00;30.96;0.02,105.00;30.96;0.02,94.00,34.32,105.00,30.96,Set Pieces,False
132628,16,INGHILTERRA,7345.0,HARRY KANE,5,Shot,"On Target, Goal, Right, Penalty, From inside the Penalty Area",1,1t,17,33,17,45,105.00;30.96;0.02,105.00;30.96;0.02,94.00,34.32,105.00,30.96,Goal,True
132628,16,INGHILTERRA,15748.0,PHILIP WALTER FODEN,5,Shot,"On Target, Blocked, Big Chance, Right, From inside the Penalty Area",1,1t,22,27,22,39,105.00;35.31;0.05,105.00;35.31;0.05,102.30,40.44,104.67,35.55,Pass,True
132628,411,OLANDA,17372.0,DONYELL MALEN,5,Shot,"On Target, Blocked, Left, From inside the Penalty Area",1,1t,28,14,28,26,0.00;31.35;0.18,105.00;36.65;0.18,89.95,37.65,91.09,37.96,Shot Against,True
132628,411,OLANDA,17370.0,DENZEL DUMFRIES,5,Shot,"Post, Headed Shot, From inside the Penalty Area, Off Target",1,1t,29,8,29,20,0.00;32.69;2.44,105.00;35.31;2.44,96.62,36.39,105.00,35.31,Ball Line Out,False
132628,16,INGHILTERRA,15748.0,PHILIP WALTER FODEN,5,Shot,"Post, Left, From outside the Penalty Area, Off Target",1,1t,31,20,31,32,105.00;30.34;2.23,105.00;30.34;2.23,83.91,44.31,105.00,30.34,Pass,False
132628,16,INGHILTERRA,15748.0,PHILIP WALTER FODEN,5,Shot,"On Target, GK Save, Left, From outside the Penalty Area",1,1t,38,40,38,52,105.00;30.92;0.12,105.00;30.92;0.12,85.62,42.78,102.28,32.05,Pass,True
132628,16,INGHILTERRA,58426.0,KOBBIE BOATENG MAINOO,5,Shot,"Right, From outside the Penalty Area, Off Target, Deflected",1,1t,40,26,40,38,105.00;66.72;0.13,105.00;66.72;0.13,86.43,45.03,90.82,45.60,Possession Phase,False
132628,411,OLANDA,8564.0,VIRGIL VAN DIJK,5,Shot,"On Target, GK Save, Left, From inside the Penalty Area",2,2t,19,18,19,30,105.00;33.77;0.66,105.00;33.77;0.66,96.44,29.45,103.08,33.08,"Duel 
Won",True
132628,411,OLANDA,17370.0,DENZEL DUMFRIES,5,Shot,"Headed Shot, From inside the Penalty Area, Off Target",2,2t,19,51,20,3,105.00;34.94;4.50,105.00;34.94;4.50,97.43,39.36,105.00,34.94,Ball Line Out,False
132628,411,OLANDA,36670.0,XAVI SIMONS,5,Shot,"On Target, GK Save, Right, From inside the Penalty Area",2,2t,31,56,32,8,105.00;33.40;1.15,105.00;33.40;1.15,90.67,38.01,103.08,33.77,Shot Against,True
132628,16,INGHILTERRA,24667.0,COLE PALMER,5,Shot,"Left, From inside the Penalty Area, Off Target",2,2t,42,45,42,57,0.00;42.56;2.85,105.00;25.44;2.85,91.29,43.92,105.00,25.44,Pass,False
132628,16,INGHILTERRA,26454.0,OLLIE WATKINS,25,Goal,"Right, From inside the Penalty Area, Offensive Action",2,2t,43,57,45,9,0.00;36.85;0.02,105.00;31.15;0.02,96.34,46.18,105.00,31.15,"Offensive
Action",False
132628,16,INGHILTERRA,26454.0,OLLIE WATKINS,5,Shot,"On Target, Goal, Right, From inside the Penalty Area",2,2t,44,57,45,9,0.00;36.85;0.02,105.00;31.15;0.02,96.34,46.18,105.00,31.15,Pass,True
