Match ID,Team ID,Team Name,Player From ID,Player From Name,Player To ID,Player To Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description
132448,16,INGHILTERRA,58426.0,KOBBIE BOATENG MAINOO,12802.0,JORDAN PICKFORD,34,Pass,Accurate,1,1t,0,0,0,5,,,52.78,33.43,24.23,32.75,
132448,16,INGHILTERRA,58426.0,KOBBIE BOATENG MAINOO,,,3,Set Pieces,Kick Off,1,1t,0,0,0,4,,,52.78,33.43,24.23,32.75,Pass
132448,418,SVIZZERA,,,,,4,Set Pieces Against,Kick Off,1,1t,0,0,0,4,,,52.22,34.57,80.77,35.25,Set Pieces
132448,16,INGHILTERRA,,,,,927,Possession Phase,,1,1t,0,1,0,10,,,,,,,Set Pieces Against
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,,,10,"Possession 
Lost","Ball Out, Own Possession lost",1,1t,0,2,0,14,,,89.09,68.00,,,Possession Phase
132448,418,SVIZZERA,,,,,11,Ball Recovery,,1,1t,0,3,0,15,,,15.91,0.00,,,"Possession 
Lost"
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,,,34,Pass,"Inaccurate, Line Out",1,1t,0,4,0,12,,,27.78,28.99,89.09,68.00,Ball Recovery
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,,,14,GK Play,Throw,1,1t,0,5,0,12,,,27.78,28.99,89.09,68.00,Pass
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,,,738,Ball Line Out,,1,1t,0,7,0,13,,,89.09,68.00,,,GK Play
132448,418,SVIZZERA,8585.0,RICARDO RODRIGUEZ,9554.0,YANN SOMMER,34,Pass,Accurate,1,1t,0,23,0,31,,,17.10,0.00,9.12,26.47,Ball Line Out
132448,16,INGHILTERRA,,,,,4,Set Pieces Against,Throw-in,1,1t,0,24,0,30,,,87.90,68.00,95.88,41.53,Pass
132448,418,SVIZZERA,8585.0,RICARDO RODRIGUEZ,,,3,Set Pieces,Throw-in,1,1t,0,24,0,30,,,17.10,0.00,9.12,26.47,Set Pieces Against
132448,418,SVIZZERA,,,,,927,Possession Phase,,1,1t,0,25,0,35,,,,,,,Set Pieces
132448,418,SVIZZERA,9554.0,YANN SOMMER,,,10,"Possession 
Lost",,1,1t,0,26,0,38,,,84.35,9.37,,,Possession Phase
132448,16,INGHILTERRA,10024.0,JOHN STONES,,,11,Ball Recovery,,1,1t,0,27,0,39,,,20.65,58.63,,,"Possession 
Lost"
132448,418,SVIZZERA,9554.0,YANN SOMMER,,,34,Pass,Inaccurate,1,1t,0,28,0,36,,,10.01,27.61,84.35,9.37,Ball Recovery
132448,418,SVIZZERA,9554.0,YANN SOMMER,,,14,GK Play,Throw,1,1t,0,28,0,35,,,10.01,27.61,84.35,9.37,Pass
132448,16,INGHILTERRA,10024.0,JOHN STONES,12802.0,JORDAN PICKFORD,34,Pass,Accurate,1,1t,0,32,0,40,,,18.62,56.86,15.20,30.64,GK Play
132448,16,INGHILTERRA,,,,,927,Possession Phase,,1,1t,0,35,1,5,,,,,,,Pass
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,18222.0,EZRI KONSA,34,Pass,Accurate,1,1t,0,36,0,44,,,15.71,28.87,26.85,4.69,Possession Phase
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,18222.0,EZRI KONSA,14,GK Play,Pass,1,1t,0,37,0,44,,,15.71,28.87,26.85,4.69,Pass
132448,16,INGHILTERRA,18222.0,EZRI KONSA,12802.0,JORDAN PICKFORD,34,Pass,Accurate,1,1t,0,42,0,50,,,29.13,4.94,12.03,27.99,GK Play
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,18222.0,EZRI KONSA,34,Pass,Accurate,1,1t,0,46,0,54,,,12.41,27.23,19.89,9.50,Pass
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,18222.0,EZRI KONSA,14,GK Play,Pass,1,1t,0,47,0,54,,,12.41,27.23,19.89,9.50,Pass
132448,16,INGHILTERRA,18222.0,EZRI KONSA,24532.0,JUDE BELLINGHAM,34,Pass,Accurate,1,1t,0,48,0,56,,,21.41,9.12,27.61,3.17,GK Play
132448,16,INGHILTERRA,24532.0,JUDE BELLINGHAM,18222.0,EZRI KONSA,34,Pass,Accurate,1,1t,0,51,0,59,,,27.61,3.67,17.35,3.93,Pass
132448,16,INGHILTERRA,18222.0,EZRI KONSA,12802.0,JORDAN PICKFORD,34,Pass,Accurate,1,1t,0,53,1,1,,,16.85,3.55,4.56,26.47,Pass
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,7348.0,KYLE WALKER,34,Pass,Accurate,1,1t,0,57,1,5,,,6.59,34.44,15.71,60.91,Pass
132448,16,INGHILTERRA,12802.0,JORDAN PICKFORD,7348.0,KYLE WALKER,14,GK Play,Pass,1,1t,0,58,1,5,,,6.59,34.44,15.71,60.91,Pass
132448,16,INGHILTERRA,7348.0,KYLE WALKER,,,34,Pass,Inaccurate,1,1t,0,59,1,7,,,15.71,61.29,16.72,61.16,GK Play
132448,418,SVIZZERA,17412.0,MICHEL AEBISCHER,,,704,Intercept,,1,1t,1,0,1,8,,,88.28,6.84,,,Pass
132448,418,SVIZZERA,17412.0,MICHEL AEBISCHER,,,738,Ball Line Out,,1,1t,1,2,1,8,,,82.83,0.00,,,Intercept
132448,16,INGHILTERRA,7348.0,KYLE WALKER,15748.0,PHILIP WALTER FODEN,34,Pass,Accurate,1,1t,1,14,1,22,,,25.84,68.00,29.13,65.59,Ball Line Out
132448,16,INGHILTERRA,15748.0,PHILIP WALTER FODEN,,,10,"Possession 
Lost",,1,1t,1,14,1,26,,,50.66,43.81,,,Pass
132448,418,SVIZZERA,10018.0,GRANIT XHAKA,,,11,Ball Recovery,,1,1t,1,15,1,27,,,54.34,24.19,,,"Possession 
Lost"
132448,16,INGHILTERRA,15748.0,PHILIP WALTER FODEN,,,34,Pass,Inaccurate,1,1t,1,16,1,24,,,35.34,58.63,50.66,43.81,Ball Recovery
132448,16,INGHILTERRA,7348.0,KYLE WALKER,,,3,Set Pieces,Throw-in,1,1t,1,17,1,23,,,25.84,68.00,29.13,65.59,Pass
132448,418,SVIZZERA,,,,,4,Set Pieces Against,Throw-in,1,1t,1,17,1,23,,,79.16,0.00,75.87,2.41,Set Pieces
132448,16,INGHILTERRA,,,,,927,Possession Phase,,1,1t,1,18,1,22,,,,,,,Set Pieces Against
132448,418,SVIZZERA,10018.0,GRANIT XHAKA,7798.0,FABIAN SCHAR,34,Pass,Accurate,1,1t,1,19,1,27,,,54.97,25.20,43.06,33.94,Possession Phase
132448,418,SVIZZERA,7798.0,FABIAN SCHAR,10018.0,GRANIT XHAKA,34,Pass,Accurate,1,1t,1,21,1,29,,,42.68,33.56,46.10,37.23,Pass
132448,418,SVIZZERA,,,,,927,Possession Phase,,1,1t,1,22,2,25,,,,,,,Pass
132448,418,SVIZZERA,10018.0,GRANIT XHAKA,14955.0,MANUEL AKANJI,34,Pass,Accurate,1,1t,1,23,1,31,,,45.47,35.33,34.83,21.15,Possession Phase
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,10018.0,GRANIT XHAKA,34,Pass,Accurate,1,1t,1,25,1,33,,,32.42,21.53,34.45,26.21,Pass
132448,418,SVIZZERA,10018.0,GRANIT XHAKA,14955.0,MANUEL AKANJI,34,Pass,Accurate,1,1t,1,26,1,34,,,34.45,26.21,29.76,26.09,Pass
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,8585.0,RICARDO RODRIGUEZ,34,Pass,Accurate,1,1t,1,27,1,35,,,29.76,26.09,30.65,8.99,Pass
132448,418,SVIZZERA,8585.0,RICARDO RODRIGUEZ,14955.0,MANUEL AKANJI,34,Pass,Accurate,1,1t,1,33,1,41,,,34.58,5.70,25.84,12.28,Pass
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,9554.0,YANN SOMMER,34,Pass,Accurate,1,1t,1,36,1,44,,,17.99,10.64,11.02,30.64,Pass
132448,418,SVIZZERA,9554.0,YANN SOMMER,7798.0,FABIAN SCHAR,34,Pass,Accurate,1,1t,1,41,1,49,,,11.02,30.52,15.33,58.88,Pass
132448,418,SVIZZERA,9554.0,YANN SOMMER,7798.0,FABIAN SCHAR,14,GK Play,Pass,1,1t,1,42,1,49,,,11.02,30.52,15.33,58.88,Pass
132448,418,SVIZZERA,7798.0,FABIAN SCHAR,7809.0,BREEL EMBOLO,34,Pass,Accurate,1,1t,1,44,1,52,,,13.68,59.39,57.25,44.95,GK Play
132448,16,INGHILTERRA,10024.0,JOHN STONES,,,23,"Duel 
Lost","Tackle, Defensive",1,1t,1,48,2,0,,,49.52,20.89,,,Pass
132448,418,SVIZZERA,23932.0,RUBEN VARGAS,,,9,"Duel 
Won","Tackle, Offensive",1,1t,1,48,2,0,,,55.48,47.11,,,"Duel 
Lost"
132448,418,SVIZZERA,23932.0,RUBEN VARGAS,24663.0,FABIAN RIEDER,34,Pass,Accurate,1,1t,1,50,1,58,,,54.84,45.97,49.78,45.33,"Duel 
Won"
132448,418,SVIZZERA,24663.0,FABIAN RIEDER,14955.0,MANUEL AKANJI,34,Pass,Accurate,1,1t,1,52,2,0,,,49.78,46.35,34.96,36.34,Pass
132448,16,INGHILTERRA,,,,,13,"Killer Pass
 Against","Verticalization, Without Goal",1,1t,1,54,2,6,,,69.41,36.47,51.04,43.69,Pass
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,7809.0,BREEL EMBOLO,12,Killer Pass,"Verticalization, Without Goal",1,1t,1,54,2,6,,,35.59,31.53,53.96,24.31,"Killer Pass
 Against"
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,7809.0,BREEL EMBOLO,34,Pass,Accurate,1,1t,1,56,2,4,,,35.59,31.53,53.96,24.31,Killer Pass
132448,16,INGHILTERRA,18698.0,BUKAYO SAKA,,,34,Pass,Inaccurate,1,1t,1,59,2,7,,,45.72,47.23,46.10,30.39,Pass
132448,418,SVIZZERA,7809.0,BREEL EMBOLO,,,737,Bad Ball Control,,1,1t,1,59,2,5,,,55.35,22.41,,,Pass
132448,418,SVIZZERA,10289.0,REMO FREULER,8585.0,RICARDO RODRIGUEZ,34,Pass,Accurate,1,1t,2,3,2,11,,,56.49,30.90,51.55,9.88,Bad Ball Control
132448,418,SVIZZERA,8585.0,RICARDO RODRIGUEZ,17412.0,MICHEL AEBISCHER,34,Pass,Accurate,1,1t,2,6,2,14,,,50.16,10.89,53.70,16.08,Pass
132448,418,SVIZZERA,17412.0,MICHEL AEBISCHER,14955.0,MANUEL AKANJI,34,Pass,Accurate,1,1t,2,7,2,15,,,53.70,16.08,34.96,28.36,Pass
132448,418,SVIZZERA,14955.0,MANUEL AKANJI,7798.0,FABIAN SCHAR,34,Pass,Accurate,1,1t,2,14,2,22,,,34.20,30.26,24.19,48.88,Pass
132448,16,INGHILTERRA,24532.0,JUDE BELLINGHAM,,,704,Intercept,,1,1t,2,18,2,26,,,72.32,15.70,,,Pass
132448,418,SVIZZERA,7798.0,FABIAN SCHAR,,,34,Pass,Inaccurate,1,1t,2,18,2,26,,,31.28,52.30,32.68,52.30,Intercept
132448,16,INGHILTERRA,24532.0,JUDE BELLINGHAM,,,738,Ball Line Out,,1,1t,2,22,2,28,,,57.12,0.00,,,Pass
132448,418,SVIZZERA,24817.0,DAN NDOYE,10289.0,REMO FREULER,34,Pass,Accurate,1,1t,2,38,2,46,,,49.65,67.24,50.03,64.20,Ball Line Out
