Match ID,Team ID,Team Name,Player From ID,Player From Name,Player To ID,Player To Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description
131369,1,ITALIA,,,,,4,Set Pieces Against,Kick Off,1,1t,0,0,0,4,,,52.27,33.91,69.06,33.00,
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,17004.0,YLBER RAMADANI,34,Pass,Accurate,1,1t,0,0,0,5,,,52.73,34.09,35.94,35.00,Set Pieces Against
131369,463,ALBANIA,17004.0,YLBER RAMADANI,25333.0,KRISTJAN ASLLANI,34,Pass,Accurate,1,1t,0,0,0,7,,,35.94,35.00,43.06,19.69,Pass
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,,,3,Set Pieces,Kick Off,1,1t,0,0,0,4,,,52.73,34.09,35.94,35.00,Pass
131369,463,ALBANIA,,,,,927,Possession Phase,,1,1t,0,0,0,10,,,,,,,Set Pieces
131369,463,ALBANIA,25333.0,KRISTJAN ASLLANI,,,10,"Possession 
Lost","Ball Out, Own Possession lost",1,1t,0,1,0,13,,,94.97,68.00,,,Possession Phase
131369,1,ITALIA,,,,,11,Ball Recovery,,1,1t,0,2,0,14,,,10.03,0.00,,,"Possession 
Lost"
131369,463,ALBANIA,25333.0,KRISTJAN ASLLANI,,,34,Pass,"Inaccurate, Line Out",1,1t,0,3,0,11,,,46.16,20.78,94.97,68.00,Ball Recovery
131369,463,ALBANIA,25333.0,KRISTJAN ASLLANI,,,738,Ball Line Out,,1,1t,0,7,0,13,,,94.97,68.00,,,Pass
131369,1,ITALIA,7814.0,FEDERICO DIMARCO,,,10,"Possession 
Lost",,1,1t,0,15,0,27,,,9.30,21.15,,,Ball Line Out
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,,,11,Ball Recovery,,1,1t,0,16,0,28,,,95.70,46.85,,,"Possession 
Lost"
131369,1,ITALIA,7814.0,FEDERICO DIMARCO,,,34,Pass,Inaccurate,1,1t,0,17,0,25,,,17.24,0.00,9.30,21.15,Ball Recovery
131369,1,ITALIA,7814.0,FEDERICO DIMARCO,,,7,"Decisive
 Action",,1,1t,0,18,0,30,,,9.30,21.15,,,Pass
131369,1,ITALIA,8715.0,GIANLUIGI DONNARUMMA,,,2,"Defensive
Action","Goal, Promising Action",1,1t,0,20,1,34,,,6.57,23.34,,,"Decisive
 Action"
131369,1,ITALIA,14684.0,GIANLUCA SCAMACCA,,,2,"Defensive
Action","Goal, Promising Action",1,1t,0,20,1,34,,,6.57,23.34,,,"Defensive
Action"
131369,1,ITALIA,16122.0,RICCARDO CALAFIORI,,,2,"Defensive
Action","Goal, Promising Action",1,1t,0,20,1,34,,,6.57,23.34,,,"Defensive
Action"
131369,1,ITALIA,7814.0,FEDERICO DIMARCO,,,3,Set Pieces,Throw-in,1,1t,0,20,0,26,,,17.24,0.00,9.30,21.15,"Defensive
Action"
131369,1,ITALIA,8715.0,GIANLUIGI DONNARUMMA,,,26,Goal Suffered,"Right, From inside the Penalty Area, Defensive Action",1,1t,0,20,0,32,105.00;37.29;1.55,0.00;30.71;1.55,6.57,23.34,0.00,30.71,Set Pieces
131369,1,ITALIA,,,,,6,Shot Against,"Goal, Promising Action, Right, From inside the Penalty Area, On Target",1,1t,0,20,0,32,105.00;37.29;1.55,0.00;30.71;1.55,6.57,23.34,0.00,30.71,Goal Suffered
131369,1,ITALIA,,,,,927,Possession Phase,,1,1t,0,20,0,23,,,,,,,Shot Against
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,,,1,"Offensive
Action","Goal, Promising Action",1,1t,0,20,1,34,,,98.43,44.66,,,Possession Phase
131369,463,ALBANIA,,,,,4,Set Pieces Against,Throw-in,1,1t,0,20,0,26,,,87.76,68.00,95.70,46.85,"Offensive
Action"
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,,,25,Goal,"Right, From inside the Penalty Area, Offensive Action",1,1t,0,20,0,32,105.00;37.29;1.55,105.00;37.29;1.55,98.43,44.66,105.00,37.29,Set Pieces Against
131369,463,ALBANIA,16535.0,NEDIM BAJRAMI,,,5,Shot,"On Target, Goal, Promising Action, Right, From inside the Penalty Area",1,1t,0,20,0,32,105.00;37.29;1.55,105.00;37.29;1.55,98.43,44.66,105.00,37.29,Goal
131369,1,ITALIA,8715.0,GIANLUIGI DONNARUMMA,,,739,GK Position,Goal,1,1t,0,23,0,30,,,2.58,31.99,,,Shot
131369,463,ALBANIA,,,,,927,Possession Phase,,1,1t,0,23,1,31,,,,,,,GK Position
131369,1,ITALIA,14684.0,GIANLUCA SCAMACCA,,,1,"Offensive
Action",,1,1t,1,28,1,52,,,52.45,33.73,,,Possession Phase
131369,1,ITALIA,16122.0,RICCARDO CALAFIORI,,,1,"Offensive
Action",,1,1t,1,28,1,52,,,52.45,33.73,,,"Offensive
Action"
131369,1,ITALIA,12940.0,ALESSANDRO BASTONI,,,1,"Offensive
Action",,1,1t,1,28,1,52,,,52.45,33.73,,,"Offensive
Action"
