Match ID,Team ID,Team Name,Player From ID,Player From Name,Player To ID,Player To Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description
131355,467,SERBIA,,,,,4,Set Pieces Against,Kick Off,1,1t,0,0,0,4,,,52.83,34.33,76.13,33.78,
131355,516,SLOVENIA,9064.0,ANDRAZ SPORAR,70169.0,VANJA DRKUSIC,34,Pass,Accurate,1,1t,0,0,0,5,,,52.17,33.67,28.87,34.22,Set Pieces Against
131355,516,SLOVENIA,9064.0,ANDRAZ SPORAR,,,3,Set Pieces,Kick Off,1,1t,0,0,0,4,,,52.17,33.67,28.87,34.22,Pass
131355,516,SLOVENIA,,,,,927,Possession Phase,,1,1t,0,0,0,12,,,,,,,Set Pieces
131355,516,SLOVENIA,70169.0,VANJA DRKUSIC,,,34,Pass,Inaccurate,1,1t,0,1,0,9,,,30.62,34.66,80.83,10.93,Possession Phase
131355,467,SERBIA,12262.0,MILOS VELJKOVIC,,,34,Pass,Inaccurate,1,1t,0,4,0,12,,,24.17,57.07,43.75,55.10,Pass
131355,516,SLOVENIA,23908.0,ADAM GNEZDA CERIN,,,10,"Possession 
Lost",,1,1t,0,6,0,18,,,62.34,8.53,,,Pass
131355,467,SERBIA,23948.0,IVAN ILIC,,,11,Ball Recovery,,1,1t,0,7,0,19,,,42.66,59.47,,,"Possession 
Lost"
131355,467,SERBIA,23948.0,IVAN ILIC,7569.0,ALEKSANDAR MITROVIC,102,Give and Go,,1,1t,0,7,0,19,,,51.95,58.05,,,Ball Recovery
131355,516,SLOVENIA,25095.0,TIMI MAX ELSNIK,,,103,Give and Go Against,,1,1t,0,7,0,19,,,53.05,9.95,,,Give and Go
131355,516,SLOVENIA,23908.0,ADAM GNEZDA CERIN,,,34,Pass,Inaccurate,1,1t,0,8,0,16,,,60.05,2.19,62.34,8.53,Give and Go Against
131355,467,SERBIA,23948.0,IVAN ILIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,Pass
131355,467,SERBIA,7569.0,ALEKSANDAR MITROVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,8087.0,FILIP MLADENOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,22425.0,STRAHINJA PAVLOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,11563.0,SASA LUKIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,14076.0,NIKOLA MILENKOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,12262.0,MILOS VELJKOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,7570.0,DUSAN TADIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,13365.0,ANDRIJA ZIVKOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,16827.0,DUSAN VLAHOVIC,,,1,"Offensive
Action",,1,1t,0,9,1,1,,,42.66,59.47,,,"Offensive
Action"
131355,467,SERBIA,23948.0,IVAN ILIC,7569.0,ALEKSANDAR MITROVIC,34,Pass,Accurate,1,1t,0,9,0,17,,,42.66,59.47,51.95,58.05,"Offensive
Action"
131355,516,SLOVENIA,25095.0,TIMI MAX ELSNIK,,,2,"Defensive
Action",,1,1t,0,9,1,1,,,62.34,8.53,,,Pass
131355,516,SLOVENIA,17403.0,JAKA BIJOL,,,2,"Defensive
Action",,1,1t,0,9,1,1,,,62.34,8.53,,,"Defensive
Action"
131355,516,SLOVENIA,23908.0,ADAM GNEZDA CERIN,,,2,"Defensive
Action",,1,1t,0,9,1,1,,,62.34,8.53,,,"Defensive
Action"
131355,516,SLOVENIA,27995.0,BENJAMIN SESKO,,,2,"Defensive
Action",,1,1t,0,9,1,1,,,62.34,8.53,,,"Defensive
Action"
131355,467,SERBIA,7569.0,ALEKSANDAR MITROVIC,23948.0,IVAN ILIC,34,Pass,Accurate,1,1t,0,10,0,18,,,51.95,58.05,48.45,52.80,"Defensive
Action"
131355,467,SERBIA,,,,,927,Possession Phase,,1,1t,0,12,0,58,,,,,,,Pass
131355,467,SERBIA,23948.0,IVAN ILIC,8087.0,FILIP MLADENOVIC,34,Pass,Accurate,1,1t,0,14,0,22,,,55.45,37.83,58.52,11.04,Possession Phase
131355,467,SERBIA,8087.0,FILIP MLADENOVIC,23948.0,IVAN ILIC,34,Pass,Accurate,1,1t,0,18,0,26,,,61.58,10.93,61.25,19.57,Pass
131355,467,SERBIA,23948.0,IVAN ILIC,22425.0,STRAHINJA PAVLOVIC,34,Pass,Accurate,1,1t,0,19,0,27,,,61.25,19.57,45.83,20.88,Pass
131355,467,SERBIA,22425.0,STRAHINJA PAVLOVIC,11563.0,SASA LUKIC,34,Pass,Accurate,1,1t,0,20,0,28,,,45.83,20.88,51.73,8.96,Pass
131355,467,SERBIA,11563.0,SASA LUKIC,22425.0,STRAHINJA PAVLOVIC,34,Pass,Accurate,1,1t,0,21,0,29,,,51.73,8.96,44.41,19.68,Pass
131355,467,SERBIA,22425.0,STRAHINJA PAVLOVIC,14076.0,NIKOLA MILENKOVIC,34,Pass,Accurate,1,1t,0,23,0,31,,,44.41,19.68,38.28,36.08,Pass
131355,467,SERBIA,14076.0,NIKOLA MILENKOVIC,12262.0,MILOS VELJKOVIC,34,Pass,Accurate,1,1t,0,25,0,33,,,38.28,36.08,38.61,53.35,Pass
131355,467,SERBIA,12262.0,MILOS VELJKOVIC,7570.0,DUSAN TADIC,12,Killer Pass,"Verticalization, Without Goal",1,1t,0,26,0,38,,,38.72,56.52,69.56,56.85,Pass
131355,516,SLOVENIA,,,,,13,"Killer Pass
 Against","Verticalization, Without Goal",1,1t,0,26,0,38,,,66.28,11.48,35.44,11.15,Killer Pass
131355,467,SERBIA,12262.0,MILOS VELJKOVIC,7570.0,DUSAN TADIC,34,Pass,Accurate,1,1t,0,28,0,36,,,38.72,56.52,69.56,56.85,"Killer Pass
 Against"
131355,467,SERBIA,7570.0,DUSAN TADIC,13365.0,ANDRIJA ZIVKOVIC,34,Pass,Accurate,1,1t,0,30,0,38,,,69.56,56.85,60.27,56.08,Pass
131355,467,SERBIA,13365.0,ANDRIJA ZIVKOVIC,8087.0,FILIP MLADENOVIC,34,Pass,Accurate,1,1t,0,33,0,41,,,60.48,48.65,72.19,2.30,Pass
131355,467,SERBIA,8087.0,FILIP MLADENOVIC,,,100,Side Balls,"Cross, Without Goal",1,1t,0,35,0,47,,,80.94,4.26,92.97,36.62,Pass
131355,516,SLOVENIA,,,,,101,Side Balls Against,"Cross, Without Goal",1,1t,0,35,0,47,,,24.06,63.74,12.03,31.38,Side Balls
