Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
30898,ZAN,KARNICNIK,KARNICNIK Z.,18-09-1994,2023,416,104,8,2.00,2,25.00%,0.50,187,46.75,6,3.21%,1.50,154,82.35%,38.50,3,50.00%,0.75,130,32.50,1,0.77%,0.25,10,2.50,1,0.25,1,100.00%,0.25,18,4.50,23,5.75,8,44.44%,2.00,2,8.70%,0.50,7,1.75,6,85.71%,1.50,10,2.50,5,50.00%,1.25,54,13.50,30,55.56%,7.50,7,23.33%,1.75,6,20.00%,1.50,9,16.67%,2.25,2,22.22%,0.50,23,42.59%,5.75,14,60.87%,3.50,3,0.75,1,0.25,2,0.50,0.402,0.101,0.828,0.207,1.025,0.256,0.067,0.017,0.983,0.246,0.425,0.106,0.402,0.101,0.012,0.003,3,0.75,1,33.33%,0.25,1,33.33%,0.25,2,66.67%,0.50,4,3.08%,1.00,,,,,,,,,3,0.75,1,0.25,,,,,,,5,1.25,3,5.56%,0.75,3,0.75,,,,,,2,66.67%,0.50,6,1.50,4,66.67%,1.00,2,33.33%,0.50,1,100.00%,0.25,2,8.70%,0.50,6,33.33%,1.50,,,,1,33.33%,0.25,1,100.00%,0.25,1,100.00%,0.25,1,0.25,1,25.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,JASMIN,KURTIC,KURTIC J.,10-01-1989,2023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500,JAN,MLAKAR,MLAKAR J.,23-10-1998,2023,302,75,1,0.25,,,,71,17.75,9,12.68%,2.25,42,59.15%,10.50,2,22.22%,0.50,66,16.50,2,3.03%,0.50,5,1.25,1,0.25,,,,22,5.50,4,1.00,7,31.82%,1.75,1,25.00%,0.25,2,0.50,1,50.00%,0.25,3,0.75,2,66.67%,0.50,30,7.50,10,33.33%,2.50,3,30.00%,0.75,8,80.00%,2.00,7,23.33%,1.75,3,42.86%,0.75,14,46.67%,3.50,4,28.57%,1.00,3,0.75,,,1,0.25,0.106,0.027,0.267,0.067,1.530,0.383,0.049,0.012,1.636,0.409,0.162,0.041,0.106,0.027,0.000,0.000,1,0.25,1,100.00%,0.25,1,100.00%,0.25,,,,5,7.58%,1.25,,,,,,,,,1,0.25,,,,,,,,,2,0.50,1,3.33%,0.25,1,0.25,,,,,,1,100.00%,0.25,2,0.50,1,50.00%,0.25,1,50.00%,0.25,1,100.00%,0.25,1,25.00%,0.25,4,18.18%,1.00,2,40.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,JAN,OBLAK,OBLAK J.,07-01-1993,2023,416,104,1,0.25,,,,110,27.50,,,,92,83.64%,23.00,,,,39,9.75,,,,,,,,,,,16,4.00,15,3.75,9,56.25%,2.25,3,20.00%,0.75,,,,,,,,,,,5,1.25,5,100.00%,1.25,2,40.00%,0.50,,,,3,60.00%,0.75,3,100.00%,0.75,,,,,,,,,4,1.00,2,0.50,0.000,0.000,0.000,0.000,1.448,0.362,0.000,0.000,1.273,0.318,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40.00%,0.50,2,0.50,,,,,,,,,,,,,,,,,,,,3,20.00%,0.75,4,25.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3.75,13,3.25,16,4.00,14,87.50%,3.50,25,6.25,26,6.50,18,72.00%,4.50,24,92.31%,6.00,59,14.75,5,8.47%,1.25,20,33.90%,5.00,13,86.67%,3.25,1,6.67%,0.25,2,0.50,34,57.63%,8.50,11.999,3.000,6.999,1.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,1,100.00%,0.25,,,,,,,,,,
27995,BENJAMIN,SESKO,SESKO B.,31-05-2003,2023,375,94,2,0.50,,,,76,19.00,1,1.32%,0.25,51,67.11%,12.75,1,100.00%,0.25,95,23.75,6,6.32%,1.50,3,0.75,2,0.50,,,,26,6.50,12,3.00,11,42.31%,2.75,4,33.33%,1.00,3,0.75,2,66.67%,0.50,5,1.25,3,60.00%,0.75,75,18.75,33,44.00%,8.25,23,69.70%,5.75,33,100.00%,8.25,31,41.33%,7.75,13,41.94%,3.25,27,36.00%,6.75,11,40.74%,2.75,4,1.00,1,0.25,1,0.25,0.795,0.199,0.757,0.189,0.752,0.188,0.076,0.019,-0.533,-0.133,-0.038,-0.010,0.795,0.199,0.066,0.017,8,2.00,4,50.00%,1.00,3,37.50%,0.75,5,62.50%,1.25,15,15.79%,3.75,,,,,,,,,1,0.25,,,,,,,,,1,0.25,5,6.67%,1.25,5,1.25,1,0.25,3,75.00%,0.75,,,,3,0.75,2,66.67%,0.50,1,33.33%,0.25,1,25.00%,0.25,1,8.33%,0.25,4,15.38%,1.00,1,33.33%,0.25,,,,,,,,,,,,2,13.33%,0.50,,,,,1,12.50%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,ANDRAZ,SPORAR,SPORAR A.,27-02-1994,2023,354,89,6,1.50,2,33.33%,0.50,71,17.75,9,12.68%,2.25,48,67.61%,12.00,2,22.22%,0.50,93,23.25,11,11.83%,2.75,4,1.00,6,1.50,2,33.33%,0.50,35,8.75,6,1.50,5,14.29%,1.25,,,,3,0.75,2,66.67%,0.50,1,0.25,1,100.00%,0.25,64,16.00,27,42.19%,6.75,16,59.26%,4.00,28,103.70%,7.00,34,53.13%,8.50,13,38.24%,3.25,18,28.13%,4.50,6,33.33%,1.50,2,0.50,,,2,0.50,1.453,0.363,0.704,0.176,2.569,0.642,0.271,0.068,2.904,0.726,-0.749,-0.187,1.453,0.363,1.340,0.335,5,1.25,1,20.00%,0.25,3,60.00%,0.75,2,40.00%,0.50,9,9.68%,2.25,,,,,,,,,5,1.25,,,,,,,,,7,1.75,6,9.38%,1.50,6,1.50,4,1.00,,,,1,20.00%,0.25,3,0.75,,,,3,100.00%,0.75,1,100.00%,0.25,,,,4,11.43%,1.00,4,100.00%,1.00,,,,,,,,,,,,4,44.44%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,1,20.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,PETAR,STOJANOVIC,STOJANOVIC P.,07-10-1995,2023,327,82,5,1.25,2,40.00%,0.50,110,27.50,9,8.18%,2.25,88,80.00%,22.00,5,55.56%,1.25,94,23.50,3,3.19%,0.75,2,0.50,3,0.75,2,66.67%,0.50,27,6.75,17,4.25,9,33.33%,2.25,4,23.53%,1.00,15,3.75,6,40.00%,1.50,9,2.25,6,66.67%,1.50,62,15.50,27,43.55%,6.75,13,48.15%,3.25,17,62.96%,4.25,7,11.29%,1.75,4,57.14%,1.00,26,41.94%,6.50,12,46.15%,3.00,3,0.75,,,1,0.25,0.000,0.000,0.000,0.000,1.689,0.422,0.129,0.032,1.114,0.279,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,4,4.26%,1.00,,,,,,,,,1,0.25,,,,,,,,,3,0.75,2,3.23%,0.50,2,0.50,,,,,,1,100.00%,0.25,3,0.75,,,,3,100.00%,0.75,,,,3,17.65%,0.75,8,29.63%,2.00,1,50.00%,0.25,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12488,BENJAMIN,VERBIC,VERBIC B.,27-11-1993,2023,89,30,1,0.33,1,100.00%,0.33,15,5.00,3,20.00%,1.00,8,53.33%,2.67,1,33.33%,0.33,22,7.33,3,13.64%,1.00,,,1,0.33,1,100.00%,0.33,9,3.00,4,1.33,6,66.67%,2.00,1,25.00%,0.33,3,1.00,1,33.33%,0.33,1,0.33,1,100.00%,0.33,20,6.67,9,45.00%,3.00,6,66.67%,2.00,6,66.67%,2.00,4,20.00%,1.33,3,75.00%,1.00,10,50.00%,3.33,4,40.00%,1.33,1,0.33,,,1,0.33,0.861,0.287,0.942,0.314,0.186,0.062,0.052,0.017,0.380,0.127,0.081,0.027,0.105,0.035,0.062,0.021,2,0.67,,,,1,50.00%,0.33,1,50.00%,0.33,1,4.55%,0.33,,,,,,,,,2,0.67,,,,,,,,,2,0.67,1,5.00%,0.33,1,0.33,1,0.33,,,,,,,,,,,,,,,,,,1,25.00%,0.33,8,88.89%,2.67,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98980,ZAN,VIPOTNIK,VIPOTNIK Z.,18-03-2002,2023,21,21,,,,,,1,1.00,,,,,,,,,,4,4.00,,,,,,,,,,,3,3.00,,,,,,,,,1,1.00,,,,1,1.00,1,100.00%,1.00,6,6.00,2,33.33%,2.00,1,50.00%,1.00,4,200.00%,4.00,2,33.33%,2.00,2,100.00%,2.00,1,16.67%,1.00,,,,1,1.00,,,1,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25551,ALEJANDRO,BAENA RODRIGUEZ,BAENA A.,20-07-2001,2023,37,18,3,1.50,2,66.67%,1.00,11,5.50,2,18.18%,1.00,11,100.00%,5.50,2,100.00%,1.00,14,7.00,,,,,,1,0.50,1,100.00%,0.50,3,1.50,1,0.50,1,33.33%,0.50,,,,2,1.00,,,,1,0.50,1,100.00%,0.50,8,4.00,1,12.50%,0.50,,,,3,300.00%,1.50,1,12.50%,0.50,,,,3,37.50%,1.50,1,33.33%,0.50,1,0.50,,,,,0.000,0.000,0.000,0.000,0.138,0.069,0.063,0.032,0.138,0.069,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,2,14.29%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7486,DANIEL,CARVAJAL RAMOS,CARVAJAL D.,11-01-1992,2023,280,93,10,3.33,1,10.00%,0.33,211,70.33,8,3.79%,2.67,194,91.94%,64.67,1,12.50%,0.33,165,55.00,5,3.03%,1.67,3,1.00,2,0.67,1,50.00%,0.33,6,2.00,20,6.67,3,50.00%,1.00,6,30.00%,2.00,2,0.67,2,100.00%,0.67,1,0.33,1,100.00%,0.33,21,7.00,15,71.43%,5.00,6,40.00%,2.00,3,20.00%,1.00,8,38.10%,2.67,3,37.50%,1.00,8,38.10%,2.67,8,100.00%,2.67,,,,,1,0.33,0.352,0.117,0.442,0.147,1.075,0.358,0.077,0.026,1.073,0.358,0.091,0.030,0.352,0.117,0.000,0.000,2,0.67,2,100.00%,0.67,2,100.00%,0.67,,,,2,1.21%,0.67,,,,,,,,,3,1.00,,,,,,,,,6,2.00,2,9.52%,0.67,2,0.67,,,,,,1,33.33%,0.33,6,2.00,4,66.67%,1.33,2,33.33%,0.67,2,100.00%,0.67,2,10.00%,0.67,,,,1,33.33%,0.33,1,50.00%,0.33,1,100.00%,0.33,1,100.00%,0.33,1,0.33,2,100.00%,0.67,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,
23370,MARC,CUCURELLA SASETA,CUCURELLA M.,22-07-1998,2023,265,88,8,2.67,2,25.00%,0.67,209,69.67,9,4.31%,3.00,191,91.39%,63.67,3,33.33%,1.00,157,52.33,2,1.27%,0.67,4,1.33,5,1.67,2,40.00%,0.67,8,2.67,26,8.67,,,,5,19.23%,1.67,2,0.67,1,50.00%,0.33,6,2.00,1,16.67%,0.33,42,14.00,30,71.43%,10.00,11,36.67%,3.67,4,13.33%,1.33,12,28.57%,4.00,9,75.00%,3.00,11,26.19%,3.67,9,81.82%,3.00,5,1.67,1,0.33,1,0.33,0.040,0.013,0.403,0.134,1.370,0.457,0.229,0.076,1.186,0.395,0.363,0.121,0.040,0.013,0.000,0.000,1,0.33,1,100.00%,0.33,,,,1,100.00%,0.33,2,1.27%,0.67,,,,,,,,,6,2.00,,,,,,,,,8,2.67,6,14.29%,2.00,6,2.00,,,1,100.00%,0.33,,,,2,0.67,1,50.00%,0.33,1,50.00%,0.33,,,,2,7.69%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.67,,,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7754,JOSE' IGNACIO,FERNANDEZ IGLESIAS,NACHO,18-01-1990,2023,98,98,6,6.00,,,,59,59.00,,,,55,93.22%,55.00,,,,43,43.00,,,,3,3.00,1,1.00,,,,1,1.00,9,9.00,1,100.00%,1.00,3,33.33%,3.00,2,2.00,2,100.00%,2.00,,,,,,9,9.00,7,77.78%,7.00,4,57.14%,4.00,1,14.29%,1.00,4,44.44%,4.00,2,50.00%,2.00,2,22.22%,2.00,2,100.00%,2.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,2.33%,1.00,,,,,,,,,,,,,,,,,,,,,1,11.11%,1.00,1,1.00,,,,,,,,,2,2.00,1,50.00%,1.00,1,50.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.00,,,,,,,,,,,,,,,3,100.00%,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24662,PEDRO,GONZALEZ LOPEZ,PEDRI,25-11-2002,2023,189,63,11,3.67,3,27.27%,1.00,95,31.67,8,8.42%,2.67,85,89.47%,28.33,5,62.50%,1.67,101,33.67,6,5.94%,2.00,,,10,3.33,3,30.00%,1.00,14,4.67,8,2.67,1,7.14%,0.33,7,87.50%,2.33,3,1.00,1,33.33%,0.33,3,1.00,2,66.67%,0.67,28,9.33,13,46.43%,4.33,8,61.54%,2.67,15,115.38%,5.00,,,,,,,17,60.71%,5.67,8,47.06%,2.67,2,0.67,,,1,0.33,1.072,0.357,0.704,0.235,2.526,0.842,0.468,0.156,2.398,0.799,-0.368,-0.123,1.072,0.357,0.743,0.248,5,1.67,3,60.00%,1.00,3,60.00%,1.00,2,40.00%,0.67,16,15.84%,5.33,1,10.00%,0.33,,,,,,1,0.33,,,,,,,,,1,0.33,3,10.71%,1.00,3,1.00,1,0.33,1,33.33%,0.33,,,,4,1.33,1,25.00%,0.33,3,75.00%,1.00,2,66.67%,0.67,3,37.50%,1.00,,,,,,,,,,,,,,,,,,4,25.00%,1.33,,,,,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13034,ALEJANDRO,GRIMALDO GARCIA,GRIMALDO A.,20-09-1995,2023,123,61,7,3.50,6,85.71%,3.00,105,52.50,18,17.14%,9.00,91,86.67%,45.50,10,55.56%,5.00,83,41.50,1,1.20%,0.50,,,7,3.50,6,85.71%,3.00,5,2.50,5,2.50,,,,1,20.00%,0.50,2,1.00,1,50.00%,0.50,2,1.00,1,50.00%,0.50,6,3.00,3,50.00%,1.50,1,33.33%,0.50,2,66.67%,1.00,1,16.67%,0.50,1,100.00%,0.50,1,16.67%,0.50,,,,,,,,,,0.000,0.000,0.000,0.000,3.249,1.625,0.236,0.118,3.032,1.516,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,7,3.50,3,1.50,2,66.67%,1.00,,,,12,6.00,,,,,,,,,,,3,42.86%,1.50,1,0.50,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354,RODRIGO,HERNANDEZ CASCANTE,RODRI,22-06-1996,2023,283,94,12,4.00,1,8.33%,0.33,280,93.33,3,1.07%,1.00,261,93.21%,87.00,2,66.67%,0.67,243,81.00,1,0.41%,0.33,7,2.33,3,1.00,1,33.33%,0.33,9,3.00,20,6.67,1,11.11%,0.33,9,45.00%,3.00,3,1.00,3,100.00%,1.00,6,2.00,3,50.00%,1.00,35,11.67,22,62.86%,7.33,13,59.09%,4.33,6,27.27%,2.00,8,22.86%,2.67,6,75.00%,2.00,11,31.43%,3.67,6,54.55%,2.00,3,1.00,,,1,0.33,0.374,0.125,0.773,0.258,0.570,0.190,0.112,0.037,-0.127,-0.042,0.399,0.133,0.374,0.125,0.107,0.036,5,1.67,3,60.00%,1.00,1,20.00%,0.33,4,80.00%,1.33,10,4.12%,3.33,,,,,,,1,0.33,,,,,,,,,,,,,4,11.43%,1.33,4,1.33,,,3,100.00%,1.00,,,,4,1.33,4,100.00%,1.33,,,,,,,2,10.00%,0.67,,,,,,,1,20.00%,0.33,,,,1,100.00%,0.33,2,0.67,1,10.00%,0.33,1,0.33,,,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,
7904,AYMERIC JEAN LOUIS GERARD ALPHONSE,LAPORTE,LAPORTE A.,27-05-1994,2023,240,80,9,3.00,1,11.11%,0.33,250,83.33,4,1.60%,1.33,234,93.60%,78.00,2,50.00%,0.67,214,71.33,2,0.93%,0.67,17,5.67,2,0.67,1,50.00%,0.33,6,2.00,18,6.00,1,16.67%,0.33,8,44.44%,2.67,,,,,,2,0.67,1,50.00%,0.33,17,5.67,11,64.71%,3.67,3,27.27%,1.00,5,45.45%,1.67,6,35.29%,2.00,5,83.33%,1.67,6,35.29%,2.00,4,66.67%,1.33,2,0.67,,,1,0.33,0.268,0.089,0.000,0.000,0.342,0.114,0.083,0.028,0.087,0.029,-0.268,-0.089,0.268,0.089,0.079,0.026,3,1.00,,,,2,66.67%,0.67,1,33.33%,0.33,3,1.40%,1.00,,,,,,,2,0.67,2,0.67,,,,,,,,,2,0.67,1,5.88%,0.33,1,0.33,,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,2,33.33%,0.67,,,,,,,,,,,,,,,2,66.67%,0.67,,,,,2,66.67%,0.67,,,,,,,,,,,,,,,,,,,,,,,2,0.67,,,,,,,,,,,,,,,2,100.00%,0.67,,,,,,,,,,,,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
